Team,Median of Age,Mean of Age,Std of Age,Median of MP,Mean of MP,Std of MP,Median of Starts,Mean of Starts,Std of Starts,Median of Min,Mean of Min,Std of Min,Median of 90s,Mean of 90s,Std of 90s,Median of Gls,Mean of Gls,Std of Gls,Median of Ast,Mean of Ast,Std of Ast,Median of G+A,Mean of G+A,Std of G+A,Median of G-PK,Mean of G-PK,Std of G-PK,Median of PK,Mean of PK,Std of PK,Median of PKatt,Mean of PKatt,Std of PKatt,Median of CrdY,Mean of CrdY,Std of CrdY,Median of CrdR,Mean of CrdR,Std of CrdR,Median of xG,Mean of xG,Std of xG,Median of npxG,Mean of npxG,Std of npxG,Median of xAG,Mean of xAG,Std of xAG,Median of npxG+xAG,Mean of npxG+xAG,Std of npxG+xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls.1,Mean of Gls.1,Std of Gls.1,Median of Ast.1,Mean of Ast.1,Std of Ast.1,Median of G+A.1,Mean of G+A.1,Std of G+A.1,Median of G-PK.1,Mean of G-PK.1,Std of G-PK.1,Median of G+A-PK,Mean of G+A-PK,Std of G+A-PK,Median of xG.1,Mean of xG.1,Std of xG.1,Median of xAG.1,Mean of xAG.1,Std of xAG.1,Median of xG+xAG,Mean of xG+xAG,Std of xG+xAG,Median of npxG.1,Mean of npxG.1,Std of npxG.1,Median of npxG+xAG.1,Mean of npxG+xAG.1,Std of npxG+xAG.1,Median of Minutes,Mean of Minutes,Std of Minutes,Median of GA,Mean of GA,Std of GA,Median of GA90,Mean of GA90,Std of GA90,Median of SoTA,Mean of SoTA,Std of SoTA,Median of Saves,Mean of Saves,Std of Saves,Median of Save%,Mean of Save%,Std of Save%,Median of W,Mean of W,Std of W,Median of D,Mean of D,Std of D,Median of L,Mean of L,Std of L,Median of CS,Mean of CS,Std of CS,Median of CS%,Mean of CS%,Std of CS%,Median of PKA,Mean of PKA,Std of PKA,Median of PKsv,Mean of PKsv,Std of PKsv,Median of PKm,Mean of PKm,Std of PKm,Median of Save%.1,Mean of Save%.1,Std of Save%.1,Median of Sh,Mean of Sh,Std of Sh,Median of SoT,Mean of SoT,Std of SoT,Median of SoT%,Mean of SoT%,Std of SoT%,Median of Sh/90,Mean of Sh/90,Std of Sh/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of G/SoT,Mean of G/SoT,Std of G/SoT,Median of Dist,Mean of Dist,Std of Dist,Median of FK,Mean of FK,Std of FK,Median of npxG/Sh,Mean of npxG/Sh,Std of npxG/Sh,Median of G-xG,Mean of G-xG,Std of G-xG,Median of np:G-xG,Mean of np:G-xG,Std of np:G-xG,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Att,Mean of Att,Std of Att,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of PrgDist,Mean of PrgDist,Std of PrgDist,Median of Cmp.1,Mean of Cmp.1,Std of Cmp.1,Median of Att.1,Mean of Att.1,Std of Att.1,Median of Cmp%.1,Mean of Cmp%.1,Std of Cmp%.1,Median of Cmp.2,Mean of Cmp.2,Std of Cmp.2,Median of Att.2,Mean of Att.2,Std of Att.2,Median of Cmp%.2,Mean of Cmp%.2,Std of Cmp%.2,Median of Cmp.3,Mean of Cmp.3,Std of Cmp.3,Median of Att.3,Mean of Att.3,Std of Att.3,Median of Cmp%.3,Mean of Cmp%.3,Std of Cmp%.3,Median of xA,Mean of xA,Std of xA,Median of A-xAG,Mean of A-xAG,Std of A-xAG,Median of KP,Mean of KP,Std of KP,Median of 1/3,Mean of 1/3,Std of 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of PassLive,Mean of PassLive,Std of PassLive,Median of PassDead,Mean of PassDead,Std of PassDead,Median of TO,Mean of TO,Std of TO,Median of Fld,Mean of Fld,Std of Fld,Median of Def,Mean of Def,Std of Def,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of PassLive.1,Mean of PassLive.1,Std of PassLive.1,Median of PassDead.1,Mean of PassDead.1,Std of PassDead.1,Median of TO.1,Mean of TO.1,Std of TO.1,Median of Sh.1,Mean of Sh.1,Std of Sh.1,Median of Fld.1,Mean of Fld.1,Std of Fld.1,Median of Def.1,Mean of Def.1,Std of Def.1,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Live,Mean of Live,Std of Live,Median of Succ,Mean of Succ,Std of Succ,Median of Succ%,Mean of Succ%,Std of Succ%,Median of Tkld,Mean of Tkld,Std of Tkld,Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of 2CrdY,Mean of 2CrdY,Std of 2CrdY,Median of Fls,Mean of Fls,Std of Fls,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Int,Mean of Int,Std of Int,Median of TklW,Mean of TklW,Std of TklW,Median of PKwon,Mean of PKwon,Std of PKwon,Median of PKcon,Mean of PKcon,Std of PKcon,Median of OG,Mean of OG,Std of OG,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost,Mean of Lost,Std of Lost,Median of Won%,Mean of Won%,Std of Won%
all,,,,22.0,20.731160896130348,9.68045719512837,14.0,15.209775967413442,10.687336877891692,1335.0,1363.786150712831,903.4774073565559,14.8,15.155804480651732,10.038264643630976,1.0,1.989816700610998,3.493127095470228,1.0,1.4786150712830957,2.2032098375466167,2.0,3.468431771894094,5.093865997545251,1.0,1.8655804480651732,3.100733392369572,0.0,0.12423625254582485,0.6960846602784087,0.0,0.15071283095723015,0.735190174632283,2.0,2.9246435845213847,2.5897016661475765,0.0,0.09164969450101833,0.30929730676874034,0.9,2.010183299389002,3.056665210851644,0.9,1.890020366598778,2.717374595719535,0.9,1.488594704684318,1.8513514811696468,1.8,3.3792260692464353,4.1243300274491865,14.0,25.90224032586558,30.27234568608855,37.0,51.06109979633401,49.43299251504061,24.0,50.44399185336049,63.343624097682515,0.03,0.12120162932790225,0.18646108659360108,0.04,0.08969450101832993,0.12535707509280014,0.13,0.21077393075356415,0.2593803680292852,0.03,0.11582484725050918,0.17792879186121313,0.12,0.20558044806517312,0.25048243073464777,0.07,0.13384928716904276,0.16040907429705395,0.07,0.09788187372708758,0.1016074594388859,0.16,0.2319551934826884,0.22179841470080217,0.07,0.12814663951120164,0.1505799227880242,0.16,0.22625254582484725,0.21198433078557385,1335.0,1363.786150712831,903.4774073565559,25.0,25.743589743589745,17.30792022641954,1.47,1.6402564102564103,0.6530394006791674,71.0,77.43589743589743,52.985993616880975,49.0,52.15384615384615,36.64160596165775,68.3,67.16666666666667,8.303339002864524,5.0,6.538461538461538,5.99054585794261,3.0,4.3076923076923075,4.098483969738375,5.0,6.512820512820513,5.056896254630351,3.0,3.9743589743589745,3.7730845924032104,18.8,23.95384615384615,22.63785658156018,1.0,1.564102564102564,1.6982168945051532,0.0,0.3333333333333333,0.6212607441973956,0.0,0.0,0.0,0.0,18.534615384615385,29.76240504136307,11.0,17.808553971486763,20.359724351273428,3.0,5.995926680244399,8.115240368057371,30.4,29.601594533029612,19.934235991754168,0.88,1.2342566191446027,1.1036712425189126,0.23,0.4035030549898167,0.47087277788149073,0.06,0.0789749430523918,0.10095704955442285,0.25,0.2626829268292683,0.25139633907458964,16.4,16.8,5.089024809920044,0.0,0.48879837067209775,1.552278372257029,0.09,0.09501138952164011,0.056382073624043065,-0.1,-0.020366598778004067,1.2284188725982481,-0.1,-0.02443991853360488,1.1714866893053395,449.0,547.979633401222,453.8489989744049,561.0,673.3564154786151,529.2459106438589,80.0,79.24663951120162,8.252811760204787,7149.0,9415.319755600814,8217.580021253883,2069.0,3246.849287169043,3518.7804226682815,204.0,257.4826883910387,210.38322953868055,230.0,287.0285132382892,228.6925375615839,89.8,88.68635437881873,6.792252275058466,175.0,233.19755600814665,222.5445969388333,197.0,266.33604887983705,240.3505753801752,85.7,83.88839103869653,10.229948413790632,28.0,45.25661914460285,52.497301504755306,51.0,87.69653767820773,111.48549630309338,53.849999999999994,54.199588477366255,15.859561486748284,0.7,1.3059063136456213,1.5729556681807968,-0.1,-0.009979633401221991,1.0382885248373137,8.0,13.556008146639511,15.2135284704891,28.0,42.85336048879837,44.434805303472835,6.0,11.537678207739308,14.240503670950718,1.0,2.743380855397149,4.257925620217691,21.0,31.710794297352344,31.888163397693635,1.83,2.0940936863543786,1.4288530234539611,15.0,23.54378818737271,23.301826527075104,0.0,2.531568228105906,5.464217682576375,0.0,1.7942973523421588,3.060020018804251,0.0,1.3217922606924644,2.107884529429771,0.0,0.5560081466395111,0.9743755467251556,2.0,3.454175152749491,4.1864014406552235,0.16,0.2140529531568228,0.22421397680412855,1.0,2.5071283095723014,3.1508745306649155,0.0,0.21384928716904278,0.6002479502081475,0.0,0.2219959266802444,0.6207343314071293,0.0,0.2505091649694501,0.5717630676495963,0.0,0.1894093686354379,0.4852622449367241,0.0,0.07128309572301425,0.30137471302754937,724.0,828.6822810590631,615.1495295833549,31.0,93.45417515274949,173.76103529155708,156.0,274.1099796334012,304.0046927037771,272.0,352.29735234215883,311.3918542790466,139.0,210.4582484725051,207.77539823182934,20.0,34.29735234215886,40.66489702579435,724.0,828.5295315682281,615.0832535681525,6.0,10.95723014256619,13.787017098542302,44.8,46.750554323725055,22.61010134929465,6.0,11.272912423625254,14.327612112540482,43.3,42.14922394678492,21.749637403280563,395.0,464.8085539714868,354.8165148241924,2.0,8.071283095723015,14.07316922458388,12.0,18.792260692464357,19.207184592773622,7.0,13.087576374745417,14.637611200775671,481.0,542.3645621181263,415.7070194342401,0.0,0.048879837067209775,0.21583669143159295,12.0,15.295315682281059,13.633405793219474,1.0,2.3686354378818737,3.947687772154108,9.0,24.321792260692465,35.54362530241378,7.0,11.091649694501019,11.62745482211395,10.0,14.568228105906314,13.717147347162962,0.0,0.13441955193482688,0.45429539426412274,0.0,0.15071283095723015,0.4399611543825691,0.0,0.06313645621181263,0.28941450345670205,44.0,57.639511201629325,45.995811554715665,10.0,17.963340122199593,21.029296383184956,13.0,17.940936863543786,18.29538177307422,50.0,48.89958677685951,21.745207221270025
Arsenal,,,,22.5,22.59090909090909,7.926201822100881,16.0,17.0,10.155927192672127,1427.5,1519.4545454545455,881.6773369021836,15.899999999999999,16.900000000000002,9.801943441894329,2.0,2.772727272727273,2.8103858095052354,1.5,2.272727272727273,2.6758499883538236,3.5,5.045454545454546,4.745697527407854,2.0,2.6818181818181817,2.7840765526619866,0.0,0.09090909090909091,0.29424494316824984,0.0,0.09090909090909091,0.29424494316824984,2.5,2.909090909090909,1.9738550848793073,0.0,0.22727272727272727,0.5284134548067254,1.65,2.4999999999999996,2.587515815456612,1.65,2.4318181818181817,2.521599334442965,0.9,1.886363636363636,2.128557628009535,2.6500000000000004,4.3136363636363635,4.213955889947621,23.0,34.31818181818182,31.38301992151073,55.5,75.18181818181819,60.81559665527254,51.0,74.18181818181819,75.04134502528233,0.1,0.165,0.16695451333764394,0.11,0.13863636363636364,0.1549284152530253,0.255,0.30363636363636365,0.25529712763096923,0.095,0.16,0.1652991516124917,0.255,0.2990909090909091,0.24759623604549427,0.095,0.15227272727272723,0.14182255238020633,0.095,0.12090909090909087,0.11939965266397157,0.195,0.2740909090909091,0.22061945454321047,0.095,0.14818181818181816,0.1382763404214413,0.195,0.27,0.21438727751875752,1427.5,1519.4545454545455,881.6773369021836,29.0,29.0,,0.85,0.85,,106.0,106.0,,77.0,77.0,,75.5,75.5,,18.0,18.0,,13.0,13.0,,3.0,3.0,,12.0,12.0,,35.3,35.3,,3.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,17.0,21.772727272727273,19.987929257862504,5.5,7.090909090909091,7.28932089664045,31.7,27.890476190476186,16.68954477395668,1.085,1.3604545454545456,1.0171785312825692,0.225,0.4109090909090909,0.41005120575605103,0.14,0.13666666666666666,0.13035848009751164,0.43,0.46588235294117647,0.30075028727187886,15.0,14.671428571428573,4.998714120365642,0.0,0.4090909090909091,0.7341396590302414,0.09,0.11285714285714286,0.07610143606679555,0.0,0.27272727272727276,1.1518853358037973,-0.05,0.25000000000000006,1.1883361717724732,459.5,700.4090909090909,551.782622751535,573.5,830.6363636363636,603.9301083383538,82.8,82.34545454545456,6.2966149086123515,7044.5,11484.318181818182,9779.359723838013,1947.5,3580.1363636363635,3866.947587850933,274.0,351.04545454545456,242.56103351188744,304.5,383.0,256.2710618522059,91.94999999999999,90.87272727272727,4.7591697773558135,170.5,294.22727272727275,287.0105244159892,197.0,330.1818181818182,298.4462361031813,86.0,84.87272727272726,8.048731448003338,21.5,43.04545454545455,47.42661225286442,40.5,83.31818181818181,108.80930735909207,53.15,55.54545454545457,9.681830172949509,1.2,1.8681818181818182,2.045060568118394,0.1,0.38636363636363635,1.031547822008708,10.0,17.136363636363637,17.313070907335423,39.5,56.95454545454545,52.282635989150606,9.0,17.863636363636363,17.81731489188845,1.5,3.0,3.625307868699863,24.0,38.81818181818182,33.092419450808144,2.245,2.4586363636363635,1.4281332986156157,19.5,29.09090909090909,23.496522723300572,0.0,3.4545454545454546,8.04586420068912,1.0,1.8636363636363635,2.3963355863535147,1.0,1.4090909090909092,1.6806770435379086,0.0,0.45454545454545453,0.9625003513801574,3.0,4.909090909090909,5.485123525188843,0.25,0.29636363636363644,0.3097394520214178,2.5,3.5454545454545454,3.660955804512997,0.0,0.5,1.224744871391589,0.0,0.18181818181818182,0.5010810823432182,0.0,0.45454545454545453,0.7385489458759962,0.0,0.18181818181818182,0.3947710169758613,0.0,0.045454545454545456,0.21320071635561044,738.5,983.7727272727273,662.5281975539702,24.0,73.5909090909091,163.87238330071972,120.5,246.1818181818182,327.21445368641446,291.0,427.95454545454544,385.05231274436403,223.5,316.90909090909093,232.44843956515834,37.0,52.5,48.60114637095948,738.5,983.6818181818181,662.5019235453575,9.0,12.909090909090908,11.426406721396301,43.45,48.87727272727273,22.218287873220923,8.0,13.045454545454545,14.71791028362665,35.05,36.91818181818182,17.634156152293286,406.5,578.1818181818181,402.1900328337619,4.5,11.772727272727273,14.582872596308766,15.0,19.318181818181817,15.28580531590809,13.5,15.681818181818182,13.357310691817757,528.5,693.6818181818181,483.47328545527495,0.0,0.09090909090909091,0.29424494316824984,14.0,16.636363636363637,11.0606357112809,1.5,3.409090909090909,3.724552909047524,11.0,31.818181818181817,42.05057766845876,6.0,9.272727272727273,8.647497949072944,12.0,14.272727272727273,12.329530243172934,0.0,0.09090909090909091,0.29424494316824984,0.0,0.13636363636363635,0.35125008665710444,0.0,0.0,0.0,48.0,58.04545454545455,40.02793937658958,10.5,19.5,19.81521781719437,15.5,18.954545454545453,17.761588498048987,51.15,48.0,19.478021802363127
Aston Villa,,,,20.0,18.857142857142858,9.965549122460303,9.5,13.357142857142858,11.324226032630012,969.0,1200.0,913.1171682555108,10.8,13.328571428571426,10.145710903403947,1.0,1.8571428571428572,3.285369202030541,0.0,1.4642857142857142,2.364586611073877,2.5,3.3214285714285716,5.084861857102915,1.0,1.75,3.0015428131644666,0.0,0.10714285714285714,0.4162696521251859,0.0,0.21428571428571427,0.5681120688308978,2.0,2.4285714285714284,2.2513958045583786,0.0,0.07142857142857142,0.262265264156481,0.8,1.9142857142857144,2.936073755975674,0.8,1.739285714285714,2.644678694440101,0.45,1.4035714285714287,1.9488804274852063,1.5499999999999998,3.1392857142857147,3.8860948012410614,16.0,23.071428571428573,22.744846500428235,33.5,42.75,46.34382375246997,20.0,42.32142857142857,50.75945711660524,0.04,0.17571428571428574,0.2921748407480315,0.0,0.08607142857142859,0.1158651606382844,0.135,0.26107142857142857,0.3389454155302808,0.04,0.16535714285714284,0.28454619026009537,0.135,0.25142857142857145,0.3242851315753569,0.08499999999999999,0.19285714285714287,0.2471145654663206,0.06,0.09178571428571429,0.1041029964142909,0.20500000000000002,0.2846428571428571,0.2942974326017453,0.07500000000000001,0.17357142857142863,0.21377063315124367,0.20500000000000002,0.2646428571428571,0.2549143958397588,969.0,1200.0,913.1171682555108,24.5,24.5,28.991378028648448,1.705,1.705,0.41719300090006306,69.0,69.0,84.8528137423857,44.0,44.0,55.154328932550705,60.75,60.75,7.283199846221443,8.0,8.0,9.899494936611665,4.5,4.5,6.363961030678928,4.5,4.5,6.363961030678928,3.0,3.0,2.8284271247461903,57.6,57.6,59.96265504461923,0.5,0.5,0.7071067811865476,0.5,0.5,0.7071067811865476,0.0,0.0,0.0,50.0,50.0,,11.0,15.642857142857142,17.001556106807108,3.5,5.178571428571429,7.039852541745729,27.8,29.4,22.125061205188413,1.07,1.4860714285714285,1.408619863779764,0.2,0.4692857142857143,0.6725238730248614,0.06,0.0756,0.08376952508718986,0.2,0.23523809523809522,0.18938371227798464,16.3,16.924,4.5047456457977,0.0,0.42857142857142855,1.0690449676496976,0.09,0.092,0.04499999999999999,-0.05,-0.05714285714285713,0.9362765385364287,0.0,0.010714285714285733,0.8765839782356686,396.0,476.64285714285717,413.24104832550705,468.0,574.8214285714286,488.035977238733,82.1,81.22142857142856,7.16247200978861,5626.0,8150.392857142857,7692.952726668865,1481.5,2831.035714285714,3503.9875219858886,170.5,220.32142857142858,184.68633139810592,186.0,243.75,201.4086733576876,91.5,90.03214285714284,5.555314677317673,133.5,212.60714285714286,205.40877749749612,147.0,238.82142857142858,222.5049401984109,86.2,86.47142857142858,7.5585544935355236,16.0,34.32142857142857,49.41813550107001,35.0,64.64285714285714,97.61648854562858,53.4,54.12499999999999,15.290898406374758,0.45,1.1928571428571428,1.4789707560849528,-0.1,0.0607142857142857,0.8986983532636132,6.0,11.75,14.54399456056615,22.0,36.714285714285715,45.311969756065594,7.5,10.25,12.37567805849067,0.0,1.8214285714285714,3.672254040157044,20.0,27.928571428571427,28.94557929713207,1.7799999999999998,2.1167857142857143,1.411959640519171,14.0,19.607142857142858,20.105903473789844,1.0,2.892857142857143,6.601567073861163,0.5,1.6428571428571428,2.7784126258669213,0.0,1.3571428571428572,2.0039643250000774,0.0,0.4642857142857143,0.6372477195601849,2.0,3.357142857142857,3.7536578280321566,0.18,0.23571428571428574,0.21726291584891932,2.0,2.6785714285714284,3.0677965482371317,0.0,0.17857142857142858,0.6118321864193027,0.0,0.10714285714285714,0.314970394174356,0.0,0.21428571428571427,0.4178554470186725,0.0,0.14285714285714285,0.44839513942303283,0.0,0.03571428571428571,0.18898223650461365,647.0,701.0714285714286,555.681758681367,29.5,84.57142857142857,186.6919484013266,132.0,236.21428571428572,290.88452044205485,237.5,299.0357142857143,290.7653352081884,113.5,172.75,165.81306408791264,19.0,30.964285714285715,37.19765239790468,646.0,700.8571428571429,555.6760123379726,8.0,10.464285714285714,12.288151905338623,47.4,50.67777777777777,25.081150343716345,7.0,9.678571428571429,12.973059182408155,41.2,38.785185185185185,22.9942083628382,383.5,396.42857142857144,308.0354030364197,2.0,7.0,10.413666234542205,8.5,16.392857142857142,21.283516984701926,7.5,12.321428571428571,15.035891803549344,472.0,467.92857142857144,374.37957848027554,0.0,0.03571428571428571,0.18898223650461365,8.5,13.321428571428571,13.419316015656026,1.0,1.7857142857142858,2.7265110368128784,4.5,19.5,33.70624736026114,5.0,7.964285714285714,8.284220354282402,6.0,12.107142857142858,12.236373481503248,0.0,0.21428571428571427,0.4986754943620638,0.0,0.07142857142857142,0.3779644730092273,0.0,0.0,0.0,37.5,45.214285714285715,35.42060202225602,8.0,12.035714285714286,11.714132467703251,9.5,13.464285714285714,13.593250348112294,47.2,40.32222222222222,23.96923241499616
Bournemouth,,,,25.0,21.608695652173914,9.838417881100703,17.0,16.217391304347824,11.32959327577413,1580.0,1451.7391304347825,975.7558011096884,17.6,16.13478260869565,10.847103035777558,1.0,2.260869565217391,3.4930761554349172,1.0,1.6521739130434783,1.991086858344044,2.0,3.9130434782608696,5.0082935170144705,1.0,2.0,2.9076701075853593,0.0,0.2608695652173913,1.2510864843424483,0.0,0.30434782608695654,1.2589599823481878,3.0,3.782608695652174,3.147242974401714,0.0,0.08695652173913043,0.28810406552003043,1.1,2.639130434782609,3.500095989649269,1.1,2.4,3.0844183185223697,1.1,1.7739130434782608,1.8273720304167422,2.6,4.182608695652175,4.501378796234958,19.0,29.26086956521739,34.02167409608756,41.0,57.43478260869565,51.583847090270524,31.0,56.608695652173914,70.37738475238321,0.03,0.13434782608695653,0.1811284347677717,0.05,0.10130434782608697,0.11577031916004626,0.17,0.23521739130434782,0.26874911526649115,0.03,0.12304347826086957,0.1631907635144915,0.17,0.22434782608695653,0.2505779879862577,0.08,0.1817391304347826,0.20211725161205188,0.1,0.1291304347826087,0.14881083304524761,0.17,0.3104347826086956,0.3065419778590256,0.08,0.17130434782608694,0.19377363428462996,0.17,0.3,0.2982524860827575,1580.0,1451.7391304347825,975.7558011096884,5.0,13.666666666666666,17.672954855748753,1.0,1.0866666666666667,0.1501110699893027,25.0,53.333333333333336,59.76899976855337,20.0,39.666666666666664,42.099089459670424,80.0,80.0,4.599999999999994,2.0,4.333333333333333,5.8594652770823155,2.0,3.6666666666666665,2.886751345948129,1.0,3.3333333333333335,4.932882862316247,1.0,2.6666666666666665,3.785938897200183,20.0,15.299999999999999,13.57460864997588,0.0,1.3333333333333333,2.3094010767585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,22.82608695652174,28.49027293961771,4.0,7.6521739130434785,10.267374169280858,30.35,24.985,17.02636577719824,1.21,1.5882608695652174,1.5864100472275962,0.15,0.5434782608695652,0.6548810349677828,0.065,0.05800000000000001,0.05307393056165293,0.24,0.2573333333333333,0.24001388848703462,16.450000000000003,15.830000000000002,4.372413521157394,0.0,0.391304347826087,1.0330506647252728,0.1,0.119,0.08213595917424771,-0.3,-0.3782608695652174,0.9727919154022286,-0.3,-0.39999999999999997,0.8005679801922452,436.0,488.9130434782609,394.51787758126414,592.0,642.5652173913044,495.5923752152988,74.2,73.82173913043479,6.578750677317715,7088.0,8854.95652173913,7609.613456186141,2372.0,3337.8695652173915,3336.241261500839,176.0,211.47826086956522,172.50925391916527,200.0,245.65217391304347,197.15997397029747,88.0,86.80434782608697,7.180812707921372,169.0,213.6086956521739,200.06561176738424,222.0,253.1304347826087,223.89532951152665,78.2,81.36956521739133,10.782411384143948,29.0,52.52173913043478,57.11222569739925,72.0,109.78260869565217,113.7305254145394,46.9,46.665217391304346,17.734804217481823,1.0,1.4304347826086956,1.3312450708773265,-0.3,-0.12173913043478261,1.0933503645962928,11.0,17.434782608695652,16.255980960743262,37.0,47.34782608695652,47.00832488714793,7.0,12.956521739130435,13.656427926636416,2.0,3.9130434782608696,5.264918573817909,28.0,40.130434782608695,35.78509637446355,2.35,2.599565217391304,1.8688972885364286,25.0,30.52173913043478,26.053911877310707,1.0,2.739130434782609,4.544901152083887,0.0,1.6521739130434783,4.063235339347808,0.0,1.6521739130434783,2.4235341521342884,0.0,0.9130434782608695,1.2027636160965018,2.0,3.869565217391304,4.026100615484902,0.22,0.23000000000000004,0.20522714688408505,2.0,2.608695652173913,2.903589165072375,0.0,0.21739130434782608,0.671262158456362,0.0,0.21739130434782608,0.5184348595120819,0.0,0.30434782608695654,0.5587959953568722,0.0,0.43478260869565216,0.9451352455659808,0.0,0.08695652173913043,0.2881040655200304,783.0,829.0869565217391,608.2685496213807,44.0,87.47826086956522,146.08150575658328,159.0,249.65217391304347,270.36097228699333,298.0,354.17391304347825,312.7164925984605,127.0,235.52173913043478,234.76174954916186,19.0,39.130434782608695,47.7772334027469,783.0,828.7826086956521,608.2332803457551,5.0,11.304347826086957,15.589725003722794,41.25,43.01499999999999,19.27112033451528,7.0,11.956521739130435,13.719522456801757,45.099999999999994,43.084999999999994,19.189450912305684,479.0,445.1304347826087,332.0133217956809,1.0,9.0,15.888818252297604,17.0,22.956521739130434,21.07449613518147,8.0,13.826086956521738,17.001743691090905,413.0,484.0,357.83973050413607,0.0,0.0,0.0,15.0,19.82608695652174,17.739663248605172,0.0,2.739130434782609,5.074153680479389,10.0,32.30434782608695,40.418756652426396,10.0,14.0,15.300029708824395,10.0,15.91304347826087,14.406163590877156,0.0,0.30434782608695654,1.0632190661423897,0.0,0.17391304347826086,0.49102619010353105,0.0,0.0,0.0,56.0,71.43478260869566,56.26384765868474,20.0,22.782608695652176,20.828207538072302,22.0,24.217391304347824,20.54032955772426,46.1,50.195454545454545,18.123188967590067
