Rk,Player,Nation,Position,Team,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Minutes,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
205,Joe Gomez,eng ENG,DF,Liverpool,27-344,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,519,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,2,66.7,0.52,0.35,0.00,0.00,11.9,0,0.11,-0.3,-0.3,377,425,88.7,6689,2299,155,170,91.2,191,204,93.6,26,42,61.9,0.1,-0.1,2,29,0,0,5,0.87,5,0,0,0,0,1,0.17,1,0,0,0,0,0,481,54,183,264,37,5,481,0,N/a,0,N/a,303,1,1,2,335,0,2,0,2,7,10,0,0,0,34,9,4,69.2
551,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-255,1999,29,10,953,10.6,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,34,35,76,0.00,0.19,0.19,0.00,0.19,0.14,0.18,0.32,0.14,0.32,Matches,953,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,3,18.8,1.51,0.28,0.00,0.00,15.7,0,0.09,-1.5,-1.5,262,320,81.9,3708,798,156,176,88.6,92,107,86.0,8,19,42.1,0.9,+0.1,21,23,8,0,41,3.88,33,0,3,1,1,4,0.38,4,0,0,0,0,0,472,12,70,198,212,47,472,11,34.4,15,46.9,282,12,33,22,327,0,20,3,16,5,14,0,0,0,35,5,13,27.8
261,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-261,1996,29,29,2393,26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,2393,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,45,13,28.9,1.69,0.49,0.09,0.31,14.0,0,0.09,+0.1,+0.1,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60.0,2.3,+0.5,23,80,17,2,61,2.29,46,2,1,1,6,9,0.34,7,0,0,1,0,1,1360,67,256,670,448,83,1360,15,32.6,28,60.9,729,9,39,53,934,0,58,7,16,23,35,0,0,0,149,59,46,56.2
487,John Stones,eng ENG,"DF,MF",Manchester City,30-339,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches,548,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,2,100.0,0.33,0.33,1.00,1.00,5.1,0,0.22,+1.6,+1.6,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0.2,-0.1,2,42,0,0,8,1.31,8,0,0,0,0,2,0.33,2,0,0,0,0,0,442,40,142,234,68,4,442,2,100.0,0,0.0,292,0,2,0,333,0,2,0,0,4,2,0,0,0,22,8,6,57.1
338,John McGinn,sct SCO,"MF,FW",Aston Villa,30-196,1994,30,24,1992,22.1,1,3,4,1,0,0,7,0,2.9,2.6,3.4,6.0,30,90,70,0.05,0.14,0.18,0.05,0.18,0.13,0.15,0.28,0.12,0.27,Matches,1992,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26,5,19.2,1.17,0.23,0.04,0.20,16.2,1,0.10,-1.9,-1.6,635,767,82.8,10675,2779,304,332,91.6,263,304,86.5,55,92,59.8,2.4,-0.4,27,60,27,7,66,2.98,51,5,0,5,1,6,0.27,6,0,0,0,0,0,965,27,154,514,307,52,965,17,39.5,12,27.9,530,6,33,25,677,0,43,3,50,14,22,1,0,0,92,15,10,60.0
171,Jonny Evans,nir NIR,DF,Manchester Utd,37-119,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,290,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.31,0.00,0.00,N/a,8.4,0,0.10,-0.1,-0.1,174,196,88.8,2809,784,82,87,94.3,81,90,90.0,6,12,50.0,0.0,0.0,0,9,1,0,2,0.62,2,0,0,0,0,0,0.00,0,0,0,0,0,0,223,30,125,91,11,2,223,1,100.0,0,0.0,128,0,1,0,137,0,5,0,0,4,5,0,0,0,15,8,3,72.7
41,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-233,1991,26,15,1356,15.1,4,0,4,3,1,1,5,0,2.9,2.1,0.8,2.9,42,33,75,0.27,0.00,0.27,0.20,0.20,0.19,0.06,0.25,0.14,0.19,Matches,1356,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26,7,26.9,1.73,0.46,0.12,0.43,18.4,3,0.08,+1.1,+0.9,334,461,72.5,4951,979,182,211,86.3,117,160,73.1,20,51,39.2,1.3,-0.8,13,21,12,7,32,2.12,21,6,2,0,1,1,0.07,1,0,0,0,0,0,677,18,91,341,267,49,676,22,39.3,28,50.0,410,9,51,32,454,0,28,5,52,12,13,0,0,0,84,33,54,37.9
411,Jordan Pickford,eng ENG,GK,Everton,31-056,1994,34,34,3060,34.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches,3060,41,1.21,144,101,71.5,8,14,12,10,29.4,0,2,0,100.0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,939,1418,66.2,29916,22401,141,142,99.3,396,403,98.3,401,863,46.5,0.2,+0.6,2,66,8,0,12,0.35,11,1,0,0,0,2,0.06,2,0,0,0,0,0,1518,989,1451,68,0,0,1518,0,N/a,0,N/a,861,0,2,0,756,0,0,0,0,1,0,0,0,0,31,4,1,80.0
114,Jorge Cuenca,es ESP,DF,Fulham,25-166,1999,6,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,259,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.35,0.00,0.00,N/a,13.1,0,0.02,0.0,0.0,102,122,83.6,1768,637,34,38,89.5,60,68,88.2,6,14,42.9,0.0,0.0,0,7,0,0,1,0.35,1,0,0,0,0,0,0.00,0,0,0,0,0,0,152,23,88,59,6,1,152,2,100.0,0,0.0,65,0,1,0,92,0,2,0,1,2,2,0,0,0,9,6,3,66.7
266,Jorginho,it ITA,MF,Arsenal,33-133,1991,14,9,703,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches,703,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,0.26,0.00,0.00,N/a,23.2,0,0.03,-0.1,-0.1,410,473,86.7,6450,1591,215,235,91.5,167,189,88.4,21,36,58.3,0.6,-0.4,3,44,10,0,12,1.55,10,0,0,2,0,0,0.00,0,0,0,0,0,0,519,9,92,303,130,3,519,1,25.0,2,50.0,302,0,10,9,388,0,15,0,1,7,4,0,0,0,54,1,6,14.3
566,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-345,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.10,0.41,0.31,0.41,Matches,1402,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28,11,39.3,1.80,0.71,0.11,0.27,13.1,0,0.17,-1.8,-1.8,292,410,71.2,3600,901,196,251,78.1,61,82,74.4,9,18,50.0,1.1,-0.5,12,26,6,0,31,1.99,28,0,0,1,0,3,0.19,1,0,0,1,1,0,587,16,71,303,219,56,587,11,31.4,24,68.6,327,4,41,30,418,0,9,3,4,6,8,1,0,0,57,21,54,28.0
2,Joshua Acheampong,eng ENG,DF,Chelsea,18-362,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,170,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,1.06,0.00,0.00,N/a,8.9,0,0.11,-0.2,-0.2,104,124,83.9,2025,705,29,32,90.6,63,68,92.6,11,20,55.0,0.0,0.0,0,6,0,0,2,1.06,2,0,0,0,0,0,0.00,0,0,0,0,0,0,137,7,48,81,8,3,137,1,50.0,0,0.0,106,0,2,0,111,0,0,0,0,1,1,0,0,0,7,1,6,14.3
441,José Sá,pt POR,GK,Wolves,32-105,1993,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2340,44,1.69,106,62,62.3,11,4,11,7,26.9,4,2,0,33.3,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,516,813,63.5,13520,9273,101,102,99.0,288,296,97.3,124,408,30.4,0.0,-0.1,2,17,1,0,4,0.15,4,0,0,0,0,0,0.00,0,0,0,0,0,0,870,690,862,9,0,0,870,7,100.0,0,0.0,537,0,1,0,426,0,4,0,0,0,2,0,4,0,29,8,0,100.0
466,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-274,1999,28,5,844,9.4,3,1,4,3,0,0,5,0,2.0,2.0,2.9,4.9,20,18,58,0.32,0.11,0.43,0.32,0.43,0.22,0.31,0.52,0.22,0.52,Matches,844,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,7,31.8,2.35,0.75,0.14,0.43,14.5,0,0.09,+1.0,+1.0,115,190,60.5,1635,467,65,84,77.4,35,58,60.3,6,17,35.3,1.8,-1.9,14,4,9,3,29,3.09,22,0,1,3,0,3,0.32,2,0,0,0,1,0,347,19,82,98,178,45,347,10,30.3,14,42.4,172,8,24,12,198,0,24,8,21,12,13,1,0,0,42,21,27,43.8
201,João Gomes,br BRA,MF,Wolves,24-079,2001,32,32,2691,29.9,3,1,4,3,0,0,10,1,2.7,2.7,1.1,3.9,53,146,66,0.10,0.03,0.13,0.10,0.13,0.09,0.04,0.13,0.09,0.13,Matches,2691,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33,7,21.2,1.10,0.23,0.09,0.43,18.1,0,0.08,+0.3,+0.3,1233,1450,85.0,17654,4410,725,798,90.9,375,437,85.8,64,105,61.0,1.8,-0.1,21,106,22,1,61,2.04,48,1,5,2,3,3,0.10,3,0,0,0,0,0,1789,55,380,987,448,41,1789,26,46.4,24,42.9,935,6,36,49,1200,1,65,1,27,25,58,0,0,0,174,9,24,27.3
176,João Félix,pt POR,"FW,MF",Chelsea,25-173,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches,369,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0.11,-1.2,-1.2,171,199,85.9,2588,663,95,105,90.5,62,68,91.2,10,15,66.7,0.5,0.0,6,22,8,0,18,4.38,12,0,2,1,0,3,0.73,1,0,1,0,1,0,272,2,26,128,125,30,272,10,32.3,14,45.2,193,5,6,4,218,0,6,1,0,3,3,0,0,0,22,4,5,44.4
260,João Pedro,br BRA,"FW,MF",Brighton,23-218,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Matches,1948,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,0.12,+1.1,0.0,482,661,72.9,6847,1766,300,381,78.7,133,177,75.1,29,44,65.9,3.1,+1.0,30,42,36,5,72,3.32,56,0,3,10,1,9,0.42,6,0,0,0,3,0,940,12,60,387,508,122,935,29,33.7,47,54.7,616,30,72,38,732,0,26,2,22,9,12,3,1,0,59,41,43,48.8
527,Joël Veltman,nl NED,DF,Brighton,33-107,1992,19,19,1643,18.3,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,29,79,32,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,1643,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,1,16.7,0.33,0.05,0.00,0.00,19.7,0,0.08,-0.5,-0.5,716,895,80.0,12082,3157,354,394,89.8,291,361,80.6,62,98,63.3,1.3,-0.5,6,61,8,5,22,1.21,15,2,2,2,0,1,0.05,0,1,0,0,0,0,1097,64,327,540,240,10,1097,4,26.7,5,33.3,524,3,19,7,598,0,26,0,23,18,28,0,1,0,67,21,18,53.8
221,Joško Gvardiol,hr CRO,DF,Manchester City,23-099,2002,33,32,2917,32.4,5,0,5,5,0,0,2,0,4.4,4.0,2.0,6.0,78,240,96,0.15,0.00,0.15,0.15,0.15,0.13,0.06,0.20,0.12,0.19,Matches,2917,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,37,11,29.7,1.14,0.34,0.14,0.45,13.0,0,0.11,+0.6,+1.0,2240,2464,90.9,36418,9874,1082,1147,94.3,1042,1119,93.1,95,140,67.9,2.8,-2.0,25,225,19,1,69,2.13,64,1,2,0,0,7,0.22,6,0,1,0,0,0,2808,141,703,1412,716,85,2808,23,57.5,14,35.0,1826,13,24,16,2062,0,13,2,19,36,34,0,0,0,130,48,33,59.3
29,Julian Araujo,mx MEX,DF,Bournemouth,23-262,2001,9,5,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,14,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,362,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,143,181,79.0,2451,767,68,76,89.5,65,77,84.4,9,22,40.9,0.0,0.0,0,15,1,0,4,0.99,4,0,0,0,0,0,0.00,0,0,0,0,0,0,216,15,71,105,45,2,216,0,N/a,0,N/a,96,0,4,2,114,0,4,0,5,4,3,0,0,0,26,2,6,25.0
164,Julio Enciso,py PAR,"MF,FW",Brighton,21-099,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches,294,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,11,55.0,6.12,3.37,0.00,0.00,21.3,1,0.05,-1.0,-1.0,99,150,66.0,1464,392,61,75,81.3,29,40,72.5,5,22,22.7,0.3,-0.2,5,13,4,1,12,3.69,5,1,3,2,0,0,0.00,0,0,0,0,0,0,202,2,17,72,116,20,202,10,47.6,8,38.1,114,4,7,9,141,0,3,0,20,0,0,0,0,0,15,6,5,54.5
163,Julio Enciso,py PAR,"FW,MF",Ipswich Town,21-099,2004,10,9,620,6.9,1,3,4,1,0,0,3,0,1.2,1.2,1.2,2.4,13,22,30,0.15,0.44,0.58,0.15,0.58,0.17,0.18,0.35,0.17,0.35,Matches,620,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,7,35.0,2.90,1.02,0.05,0.14,22.7,1,0.06,-0.2,-0.2,135,192,70.3,2153,678,64,84,76.2,54,71,76.1,8,16,50.0,1.0,+1.8,9,13,7,1,21,3.05,12,3,3,0,1,3,0.44,2,1,0,0,0,0,297,3,40,153,114,12,297,21,50.0,18,42.9,147,4,15,24,192,0,7,0,11,1,8,0,1,0,34,7,16,30.4
505,Jurriën Timber,nl NED,DF,Arsenal,23-319,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,Matches,2417,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,0.09,-0.2,-0.2,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,1.3,+2.2,17,107,17,2,52,1.94,46,1,3,1,1,9,0.34,8,0,1,0,0,0,1661,51,304,859,505,66,1661,24,45.3,24,45.3,890,11,33,24,1052,0,31,6,28,22,38,0,0,0,94,22,20,52.4
129,Justin Devenny,nir NIR,MF,Crystal Palace,21-203,2003,20,4,429,4.8,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,4,16,12,0.21,0.00,0.21,0.21,0.21,0.14,0.09,0.22,0.14,0.22,Matches,429,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,4,50.0,1.68,0.84,0.13,0.25,21.2,1,0.08,+0.3,+0.3,120,170,70.6,1883,518,66,82,80.5,40,58,69.0,8,21,38.1,0.4,-0.4,6,15,4,1,11,2.30,8,2,0,0,0,0,0.00,0,0,0,0,0,0,232,7,42,115,80,7,232,2,50.0,2,50.0,109,1,16,2,140,0,7,1,17,0,9,0,0,0,21,2,13,13.3
284,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-362,1999,30,26,2097,23.3,12,6,18,6,6,6,8,0,9.9,5.2,4.8,10.0,72,95,146,0.52,0.26,0.77,0.26,0.52,0.42,0.21,0.63,0.22,0.43,Matches,2097,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,51,22,43.1,2.19,0.94,0.12,0.27,20.3,0,0.10,+2.1,+0.8,516,695,74.2,7951,2200,282,338,83.4,169,222,76.1,43,79,54.4,3.4,+1.2,45,40,32,6,94,4.03,69,8,6,5,1,11,0.47,10,0,0,0,1,0,969,23,93,327,569,115,963,33,40.2,39,47.6,576,34,49,24,631,0,40,5,78,13,9,1,0,0,71,7,25,21.9
153,Jáder Durán,co COL,FW,Aston Villa,21-140,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.00,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,638,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0.16,+2.1,+2.1,115,163,70.6,1558,307,68,84,81.0,34,50,68.0,5,11,45.5,0.3,-0.2,4,10,1,0,18,2.54,9,0,0,3,2,1,0.14,0,0,0,0,0,1,263,13,36,110,122,47,263,3,21.4,9,64.3,133,2,16,15,192,0,14,5,3,0,7,0,0,0,19,19,19,50.0
488,Jørgen Strand Larsen,no NOR,FW,Wolves,25-085,2000,32,29,2463,27.4,13,2,15,13,0,0,4,0,10.0,10.0,2.4,12.4,16,28,106,0.48,0.07,0.55,0.48,0.55,0.37,0.09,0.45,0.37,0.45,Matches,2463,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,53,32,60.4,1.94,1.17,0.25,0.41,11.4,0,0.19,+3.0,+3.0,272,431,63.1,3547,657,167,237,70.5,67,106,63.2,14,20,70.0,1.0,-0.4,19,18,4,1,40,1.46,31,1,1,2,2,5,0.18,5,0,0,0,0,0,695,34,83,329,284,104,695,7,41.2,10,58.8,328,9,88,32,507,0,46,14,6,5,6,0,0,0,42,66,96,40.7
228,Kai Havertz,de GER,"FW,MF",Arsenal,25-325,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches,1839,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,52,21,40.4,2.54,1.03,0.17,0.43,11.7,0,0.18,-0.4,-0.4,401,511,78.5,4833,1010,281,334,84.1,94,114,82.5,5,11,45.5,1.7,+0.6,16,26,8,1,41,2.01,34,0,1,0,0,3,0.15,2,0,0,1,0,0,768,31,88,282,403,103,768,9,23.7,24,63.2,411,18,42,22,575,0,36,14,11,6,9,0,0,0,39,62,73,45.9
408,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-151,1995,18,14,1214,13.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,4,49,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,1214,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,2,20.0,0.74,0.15,0.00,0.00,24.2,3,0.04,-0.4,-0.4,426,537,79.3,8392,2418,160,193,82.9,201,232,86.6,59,95,62.1,0.5,-0.2,5,48,6,1,17,1.26,13,3,0,0,0,3,0.22,3,0,0,0,0,0,722,60,220,388,118,4,722,5,41.7,6,50.0,302,0,24,10,383,1,28,0,18,19,19,0,0,0,68,7,21,25.0
490,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-076,2002,22,13,1122,12.5,1,1,2,1,0,0,1,0,1.3,1.3,0.7,2.0,56,25,72,0.08,0.08,0.16,0.08,0.16,0.11,0.06,0.16,0.11,0.16,Matches,1122,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,8,32.0,2.01,0.64,0.04,0.13,18.5,0,0.05,-0.3,-0.3,235,297,79.1,3417,514,148,165,89.7,71,87,81.6,11,26,42.3,0.7,+0.3,9,6,11,6,27,2.17,14,1,9,1,0,3,0.24,1,0,1,1,0,0,483,13,64,178,259,48,483,33,36.3,50,54.9,313,23,37,22,338,0,18,2,24,6,14,0,0,0,51,8,20,28.6
351,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-347,1997,33,28,2521,28.0,9,3,12,9,0,0,1,0,8.8,8.8,4.4,13.2,138,82,277,0.32,0.11,0.43,0.32,0.43,0.31,0.16,0.47,0.31,0.47,Matches,2521,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,54,25,46.3,1.93,0.89,0.17,0.36,13.9,0,0.16,+0.2,+0.2,701,931,75.3,9130,2069,470,541,86.9,177,251,70.5,22,50,44.0,3.7,-1.4,35,34,32,8,83,2.96,69,0,6,4,1,8,0.29,7,0,0,0,1,0,1300,15,149,445,734,156,1300,49,38.6,73,57.5,786,55,49,22,911,0,39,5,72,13,26,0,0,0,92,24,27,47.1
336,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-161,2001,14,5,529,5.9,0,1,1,0,0,0,2,0,0.6,0.6,0.5,1.1,14,10,48,0.00,0.17,0.17,0.00,0.17,0.10,0.08,0.18,0.10,0.18,Matches,529,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,3,37.5,1.36,0.51,0.00,0.00,16.7,0,0.08,-0.6,-0.6,126,179,70.4,1750,426,84,100,84.0,35,49,71.4,5,9,55.6,0.4,+0.5,6,6,6,2,16,2.72,14,0,0,2,0,2,0.34,1,0,0,0,1,0,257,16,49,100,114,19,257,2,12.5,10,62.5,157,7,11,7,174,0,14,2,14,3,9,0,0,0,30,10,15,40.0
301,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-069,2001,34,32,2759,30.7,1,3,4,1,0,0,6,0,2.6,2.6,3.0,5.6,92,88,143,0.03,0.10,0.13,0.03,0.13,0.08,0.10,0.18,0.08,0.18,Matches,2759,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27,14,51.9,0.88,0.46,0.04,0.07,20.5,1,0.09,-1.6,-1.6,869,1125,77.2,14318,4235,467,522,89.5,300,378,79.4,76,154,49.4,4.6,0.0,22,56,40,14,65,2.12,51,0,4,6,1,8,0.26,6,0,0,0,2,0,1430,94,436,550,463,69,1430,39,41.1,47,49.5,756,34,42,19,845,0,16,4,68,19,26,1,0,0,132,26,33,44.1
500,Kenny Tete,nl NED,DF,Fulham,29-205,1995,18,17,1438,16.0,0,2,2,0,0,0,3,0,1.2,1.2,0.9,2.1,33,46,45,0.00,0.13,0.13,0.00,0.13,0.08,0.05,0.13,0.08,0.13,Matches,1438,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,2,9.1,1.38,0.13,0.00,0.00,16.1,0,0.06,-1.2,-1.2,645,794,81.2,10261,3331,344,375,91.7,232,290,80.0,50,83,60.2,0.6,+1.1,7,56,7,5,30,1.88,22,0,2,2,1,3,0.19,3,0,0,0,0,0,997,57,320,407,278,32,997,8,42.1,6,31.6,520,7,16,10,575,0,25,0,26,28,34,0,0,0,61,18,12,60.0
35,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-211,1994,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2430,34,1.26,122,88,75.4,11,7,9,7,25.9,4,0,0,0.0,1,0,0.0,0.04,0.00,0.00,N/a,9.7,0,0.06,-0.1,-0.1,636,889,71.5,17590,12113,100,102,98.0,324,330,98.2,211,450,46.9,0.0,0.0,1,9,0,0,4,0.15,2,2,0,0,0,0,0.00,0,0,0,0,0,0,945,695,918,26,1,1,945,1,100.0,0,0.0,534,0,0,0,413,0,2,0,0,0,0,0,2,0,48,7,1,87.5
